marker	chr	pos	bp
JAX00021889	10	54.7230097	104664421
JAX00021892	10	54.7230098	104691521
JAX00297869	10	54.7230099	104710006
JAX00297872	10	54.72301	104725380
JAX00297873	10	54.7230101	104726696
JAX00297876	10	54.7230102	104728712
JAX00297878	10	54.7358	104760995
JAX00297879	10	54.7412	104767959
JAX00297881	10	54.7445	104772166
JAX00297882	10	54.7451	104772886
JAX00021900	10	54.7499	104779006
JAX00297887	10	54.7621	104794656
JAX00297889	10	54.7732	104808862
JAX00297890	10	54.7755	104811838
JAX00297892	10	54.7767	104813393
JAX00297893	10	54.7772	104814006
JAX00021904	10	54.8001	104843343
JAX00021905	10	54.8022	104845958
JAX00297909	10	54.8276	104878517
JAX00196578	10	54.8601	104920062
JAX00297913	10	54.8728	104936349
JAX00021912	10	54.8800	104945595
JAX00297916	10	54.8887	104951040
JAX00297918	10	55.0419	104995091
JAX00297919	10	55.0568	104999353
JAX00297923	10	55.1156	105016273
JAX00297924	10	55.1163	105016462
JAX00297926	10	55.1230	105019261
JAX00021917	10	55.1230001	105019540
JAX00021918	10	55.1230002	105030902
JAX00297929	10	55.1230003	105042592
JAX00297930	10	55.1230004	105042947
JAX00297934	10	55.1230005	105052448
JAX00021921	10	55.1230006	105053671
JAX00297935	10	55.1230007	105053896
JAX00297937	10	55.1230008	105062257
JAX00021923	10	55.1230009	105100256
JAX00021924	10	55.123001	105104281
JAX00297939	10	55.1230011	105110817
JAX00297946	10	55.1230012	105155610
JAX00021929	10	55.1230013	105178479
JAX00196582	10	55.1230014	105195866
JAX00297949	10	55.1230015	105195920
JAX00297952	10	55.1230016	105198023
JAX00297959	10	55.1230017	105251974
JAX00297961	10	55.1230018	105252241
JAX00021935	10	55.1230019	105252423
JAX00297962	10	55.123002	105252587
JAX00297963	10	55.1230021	105253976
JAX00297966	10	55.1230022	105254959
JAX00297967	10	55.1230023	105257159
JAX00297971	10	55.1230024	105262504
JAX00196585	10	55.1230025	105272498
JAX00021938	10	55.1230026	105302259
JAX00196587	10	55.1230027	105302984
JAX00297975	10	55.1230028	105320154
JAX00021940	10	55.1230029	105343439
JAX00021941	10	55.123003	105347710
JAX00297979	10	55.1230031	105348099
JAX00297983	10	55.1230032	105384434
JAX00297988	10	55.1230033	105387186
JAX00297990	10	55.1230034	105411118
JAX00298000	10	55.1242	105439876
JAX00298002	10	55.1245	105440372
JAX00196592	10	55.1421	105471755
JAX00298006	10	55.1677	105517645
JAX00196594	10	55.1784	105536823
JAX00021956	10	55.1790	105537786
JAX00298021	10	55.1905	105558406
JAX00298032	10	55.2253	105620778
JAX00298039	10	55.2326	105633837
JAX00021964	10	55.2430	105652359
JAX00196597	10	55.2666	105694590
JAX00298049	10	55.2716	105703558
JAX00298052	10	55.2759	105711215
JAX00298056	10	55.2927	105741394
JAX00021972	10	55.2929	105741761
JAX00298057	10	55.2933	105742395
JAX00298060	10	55.2980	105750904
JAX00298061	10	55.2981	105750973
JAX00021974	10	55.3132	105778005
JAX00298068	10	55.3428	105831092
JAX00298070	10	55.3535	105850162
JAX00298072	10	55.3600	105861797
JAX00021980	10	55.3600001	105861840
JAX00021981	10	55.3601	105861976
JAX00298075	10	55.3683	105876685
JAX00298078	10	55.3726	105884363
JAX00021983	10	55.3811	105899512
JAX00298081	10	55.3852	105906821
JAX00298083	10	55.3860	105908296
JAX00298085	10	55.3891	105913802
JAX00298088	10	55.3956	105925582
JAX00196602	10	55.4246	105977477
JAX00021994	10	55.4636	106047132
JAX00298098	10	55.4685	106055977
JAX00298102	10	55.4761	106069507
JAX00021998	10	55.4941	106101850
JAX00298112	10	55.4949	106103174
JAX00298113	10	55.4957	106104705
JAX00298115	10	55.5134	106136318
JAX00022000	10	55.5152	106139494
JAX00022002	10	55.5163	106141475
JAX00298123	10	55.5452	106193175
JAX00298124	10	55.5453	106193319
JAX00022008	10	55.5633	106225580
JAX00022010	10	55.5832	106261212
JAX00298131	10	55.5890	106271586
JAX00298132	10	55.5893	106272060
JAX00298133	10	55.5904	106274110
JAX00298135	10	55.5918	106276584
JAX00298143	10	55.6091	106307579
JAX00298151	10	55.6204	106327727
JAX00022017	10	55.6271	106339703
JAX00298153	10	55.6271001	106339870
JAX00298154	10	55.6485	106378027
JAX00298155	10	55.6513	106383106
JAX00022020	10	55.6579	106394994
JAX00022022	10	55.6749	106425339
JAX00298161	10	55.6833	106440441
JAX00187404	10	55.6843	106442094
JAX00298162	10	55.6846	106442641
JAX00298164	10	55.6854	106444191
JAX00022025	10	55.6933	106458335
JAX00022026	10	55.6934	106458362
JAX00298170	10	55.7056	106480198
JAX00298173	10	55.7081	106484810
JAX00298185	10	55.7556	106569768
JAX00022034	10	55.7602	106578014
JAX00298192	10	55.7646	106585824
JAX00022037	10	55.7795	106612466
JAX00298199	10	55.7864	106624899
JAX00298200	10	55.7865	106624978
JAX00298202	10	55.7878	106627295
JAX00298203	10	55.7878001	106627326
JAX00298204	10	55.7957	106641555
JAX00298206	10	55.7994	106648097
JAX00196619	10	55.8144	106674993
JAX00298211	10	55.8181	106681629
JAX00298212	10	55.8187	106682606
JAX00298217	10	55.8236	106691473
JAX00022042	10	55.8278	106698929
JAX00298221	10	55.8415	106723451
JAX00022045	10	55.8431	106726393
JAX00298222	10	55.8441	106728160
JAX00298225	10	55.8664	106768081
JAX00022051	10	55.8855	106802255
JAX00298228	10	55.8904	106811064
JAX00022053	10	55.8951	106819435
JAX00298229	10	55.8994	106827104
JAX00298230	10	55.8996	106827392
JAX00022054	10	55.9067	106840144
JAX00298237	10	55.9251	106873141
JAX00298238	10	55.9290	106880030
JAX00022057	10	55.9291	106880162
JAX00298244	10	55.9404	106900481
JAX00298245	10	55.9406	106900759
JAX00298247	10	55.9442	106907295
JAX00298248	10	55.9477	106913497
JAX00298249	10	55.9479	106913891
JAX00298251	10	55.9484	106914728
JAX00298253	10	55.9546	106925851
JAX00298256	10	55.9675	106948903
JAX00298258	10	55.9680	106949880
JAX00298262	10	55.9860	106981999
JAX00298263	10	55.9860001	106982082
JAX00298264	10	55.9872	106984229
JAX00298266	10	55.9885	106986608
JAX00298267	10	55.9888	106987012
JAX00022068	10	56.0144	107032976
JAX00022069	10	56.0244	107050723
JAX00022070	10	56.0289	107058788
JAX00298270	10	56.0349	107069514
JAX00298271	10	56.0359	107071318
JAX00298272	10	56.0360	107071497
JAX00022072	10	56.0463	107089933
JAX00196632	10	56.0635	107120776
JAX00298279	10	56.0645	107122613
JAX00022076	10	56.0775	107145735
JAX00298282	10	56.0999	107185852
JAX00298283	10	56.0999001	107185901
JAX00298284	10	56.1000	107186035
JAX00298286	10	56.1034	107192194
JAX00298291	10	56.1098	107203654
JAX00298293	10	56.1129	107209156
JAX00022081	10	56.1161	107214944
JAX00298294	10	56.1207	107223165
JAX00022083	10	56.1208	107223383
JAX00298296	10	56.1255	107231773
JAX00022084	10	56.1307	107241036
JAX00298298	10	56.1329	107244923
JAX00298302	10	56.1655	107303320
JAX00298303	10	56.1676	107307145
JAX00298305	10	56.1691	107309668
JAX00022089	10	56.1699	107311229
JAX00196638	10	56.1847	107337727
JAX00022090	10	56.1893	107345850
JAX00298310	10	56.1960	107357876
JAX00298311	10	56.1969	107359479
JAX00298313	10	56.2020	107368646
JAX00298314	10	56.2031	107370641
JAX00298316	10	56.2036	107371504
JAX00022094	10	56.2077	107378882
JAX00298321	10	56.2263	107412084
JAX00298323	10	56.2276	107414389
JAX00298327	10	56.2327	107423484
JAX00298328	10	56.2401	107436807
JAX00298329	10	56.2447	107445024
JAX00022101	10	56.2594	107471430
JAX00298333	10	56.2678	107486436
JAX00196642	10	56.2888	107523886
JAX00298343	10	56.3018	107547308
JAX00298347	10	56.3104	107562653
JAX00298348	10	56.3176	107575568
JAX00298350	10	56.3218	107583049
JAX00022110	10	56.3309	107599237
JAX00298356	10	56.3408	107617069
JAX00298357	10	56.3410	107617301
JAX00298359	10	56.3550	107642471
JAX00298364	10	56.3601	107651552
JAX00196645	10	56.3616	107654164
JAX00022114	10	56.3653	107660943
JAX00298367	10	56.3738	107676145
JAX00298368	10	56.3739	107676227
JAX00298370	10	56.3805	107688116
JAX00022117	10	56.3888	107702992
JAX00022121	10	56.4136	107747324
JAX00022122	10	56.4136001	107747394
JAX00022123	10	56.4221	107762505
JAX00298375	10	56.4338	107783429
JAX00298377	10	56.4352	107785931
JAX00298383	10	56.4538	107819195
JAX00022127	10	56.4546	107820646
JAX00298387	10	56.4745	107856264
JAX00022132	10	56.4878	107880113
JAX00298388	10	56.4986	107899356
JAX00298389	10	56.4989	107899887
JAX00298392	10	56.5069	107914341
JAX00298397	10	56.5133	107925761
JAX00298399	10	56.5204	107938464
JAX00022137	10	56.5232	107943477
JAX00298402	10	56.5314	107958130
JAX00298403	10	56.5319	107958977
JAX00298404	10	56.5431	107978985
JAX00298409	10	56.5548	107999972
JAX00022141	10	56.5587	108006974
JAX00022142	10	56.5587001	108007001
JAX00022143	10	56.5589	108007357
JAX00298412	10	56.5627	108014085
JAX00022144	10	56.5877	108058952
JAX00022145	10	56.5916	108065789
JAX00022146	10	56.5927	108067812
JAX00196651	10	56.5954	108072737
JAX00196652	10	56.6010	108082643
JAX00298418	10	56.6287	108132333
JAX00298419	10	56.6364	108145990
JAX00022151	10	56.6371	108147300
JAX00298425	10	56.6404	108153105
JAX00298426	10	56.6404001	108153165
JAX00022153	10	56.6449	108161185
JAX00298429	10	56.6515	108173030
JAX00298430	10	56.6515001	108173134
JAX00022154	10	56.6561	108181307
JAX00298431	10	56.6665	108199876
JAX00022157	10	56.6782	108220852
JAX00298435	10	56.6797	108223458
JAX00022160	10	56.6998	108259569
JAX00298440	10	56.7066	108271595
JAX00298444	10	56.7355	108323329
JAX00298446	10	56.7393	108330215
JAX00298449	10	56.7665	108378817
JAX00298455	10	56.7839	108409917
JAX00022172	10	56.7876	108416660
JAX00298460	10	56.8053	108448363
JAX00298462	10	56.8085	108454047
JAX00022174	10	56.8108	108458072
JAX00298465	10	56.8247	108482941
JAX00298466	10	56.8253	108484105
JAX00022178	10	56.8346	108500761
JAX00298468	10	56.8435	108516662
JAX00022181	10	56.8605	108546996
JAX00298473	10	56.8630	108551506
JAX00022184	10	56.8837	108588619
JAX00022185	10	56.8839	108588902
JAX00022187	10	56.9033	108623645
JAX00022188	10	56.9034	108623779
JAX00298478	10	56.9072	108630594
JAX00298480	10	56.9096	108634870
JAX00298481	10	56.9113	108637965
JAX00298483	10	56.9198	108653224
JAX00022189	10	56.9241	108660889
JAX00298488	10	56.9401	108689467
JAX00022192	10	56.9451	108698492
JAX00022194	10	56.9470	108701967
JAX00298490	10	56.9560	108717933
JAX00298491	10	56.9564	108718785
JAX00022196	10	56.9673	108738205
JAX00298492	10	56.9673001	108738217
JAX00022197	10	56.9686	108740516
JAX00298493	10	56.9746	108751310
JAX00022198	10	56.9878	108774861
JAX00298497	10	56.9956	108788856
JAX00196670	10	56.9957	108789102
JAX00298500	10	57.0079	108810869
JAX00022203	10	57.0131	108820220
JAX00298502	10	57.0242	108840060
JAX00298505	10	57.0298	108849990
JAX00022206	10	57.0313	108852666
JAX00298513	10	57.0458	108878638
JAX00298516	10	57.0466	108880119
JAX00298519	10	57.0667	108916029
JAX00298521	10	57.0758	108932447
JAX00298527	10	57.0982	108972525
JAX00298528	10	57.1008	108977176
JAX00298529	10	57.1009	108977219
JAX00022213	10	57.1014	108978148
JAX00022214	10	57.1015	108978292
JAX00196675	10	57.1017	108978720
JAX00298532	10	57.1388	109045212
JAX00196678	10	57.1393	109046061
JAX00298535	10	57.1401	109047377
JAX00022220	10	57.1480	109061525
JAX00022221	10	57.1481	109061736
JAX00298542	10	57.1657	109093314
JAX00022222	10	57.1693	109099714
JAX00022223	10	57.1703	109101512
JAX00298543	10	57.1828	109123798
JAX00022225	10	57.1865	109130428
JAX00298546	10	57.1894	109135623
JAX00298550	10	57.1900	109136672
JAX00298552	10	57.1901	109136876
JAX00196681	10	57.1980	109151133
JAX00022228	10	57.2170	109184984
JAX00022230	10	57.2179	109186652
JAX00196682	10	57.2181	109186995
JAX00298564	10	57.2292	109206925
JAX00022233	10	57.2372	109221271
JAX00298568	10	57.2525	109248607
JAX00298570	10	57.2682	109276686
JAX00298571	10	57.2705	109280748
JAX00298572	10	57.2725	109284470
JAX00196685	10	57.2795	109296948
JAX00298577	10	57.2797	109297302
JAX00298578	10	57.2843	109305449
JAX00298579	10	57.2860	109308579
JAX00298580	10	57.2861	109308771
JAX00298584	10	57.2878	109311731
JAX00298586	10	57.2900	109315652
JAX00022240	10	57.2980	109330003
JAX00022241	10	57.2980001	109330043
JAX00022248	10	57.3504	109423794
JAX00298592	10	57.3509	109424727
JAX00298593	10	57.3551	109432223
JAX00298600	10	57.3667	109452886
JAX00298603	10	57.3682	109455744
JAX00022249	10	57.3684	109456038
JAX00022250	10	57.3687	109456466
JAX00298605	10	57.3868	109489012
JAX00196689	10	57.3894	109493581
JAX00298607	10	57.3898	109494365
JAX00298608	10	57.3901	109494811
JAX00298609	10	57.3901001	109494873
JAX00022254	10	57.3945	109502729
JAX00298610	10	57.4019	109516020
JAX00196692	10	57.4056	109522529
JAX00298612	10	57.4099	109530252
JAX00022256	10	57.4181	109544937
JAX00298614	10	57.4208	109549827
JAX00298622	10	57.4385	109581384
JAX00022259	10	57.4385001	109581401
JAX00196695	10	57.4587	109617582
JAX00298626	10	57.4613	109622227
JAX00298633	10	57.5003	109691773
JAX00196697	10	57.5068	109697463
JAX00298639	10	57.5271	109715194
JAX00298644	10	57.5467	109732289
JAX00298646	10	57.5501	109735302
JAX00298647	10	57.5528	109737684
JAX00022271	10	57.5533	109738135
JAX00298651	10	57.5595	109743547
JAX00298654	10	57.5625	109746093
JAX00298655	10	57.5836	109764537
JAX00298656	10	57.5851	109765862
JAX00022273	10	57.5991	109778089
JAX00022275	10	57.5996	109778554
JAX00298659	10	57.6250	109800715
JAX00298663	10	57.6270	109802522
JAX00298670	10	57.6496	109822234
JAX00298673	10	57.6574	109829054
JAX00298674	10	57.6579	109829460
JAX00298676	10	57.6585	109830022
JAX00298677	10	57.6587	109830169
JAX00298687	10	57.7052	109870798
JAX00022282	10	57.7356	109897367
JAX00298695	10	57.7395	109900797
JAX00298699	10	57.7450	109944260
JAX00298701	10	57.7450001	109967742
JAX00298702	10	57.7450002	109971015
JAX00298704	10	57.7450003	109974845
JAX00298705	10	57.7450004	109974881
JAX00298706	10	57.7450005	109976047
JAX00298711	10	57.7450006	109992308
JAX00298720	10	57.7450007	110024693
JAX00298721	10	57.7450008	110026055
JAX00298728	10	57.7450009	110054388
JAX00298729	10	57.745001	110054519
JAX00022294	10	57.7450011	110058116
JAX00022295	10	57.7450012	110058403
JAX00298731	10	57.7450013	110064505
JAX00298732	10	57.7450014	110076121
JAX00298734	10	57.7450015	110078482
JAX00298735	10	57.7450016	110079277
JAX00022299	10	57.7450017	110098866
JAX00298740	10	57.7450018	110121655
JAX00298742	10	57.7450019	110122812
JAX00022300	10	57.745002	110151077
JAX00298756	10	57.7450021	110166238
JAX00022303	10	57.7450022	110166927
JAX00298763	10	57.7450023	110209305
JAX00196709	10	57.7450024	110212128
JAX00298764	10	57.7450025	110212273
JAX00298765	10	57.7450026	110215593
JAX00298766	10	57.7450027	110220679
JAX00298767	10	57.7450028	110229131
JAX00298769	10	57.7539	110244522
JAX00298770	10	57.7542	110244873
JAX00298774	10	57.7760	110272296
JAX00022312	10	57.7883	110287768
JAX00298780	10	57.7919	110292398
JAX00298789	10	57.8251	110334094
JAX00298790	10	57.8258	110335046
JAX00022316	10	57.8358	110347670
JAX00022317	10	57.8360	110347843
JAX00298793	10	57.8421	110355621
JAX00298796	10	57.8531	110369439
JAX00298798	10	57.8534	110369836
JAX00022321	10	57.8980	110401925
JAX00298803	10	57.8982	110402037
JAX00298808	10	57.9417	110427736
JAX00298809	10	57.9419	110427845
JAX00298811	10	57.9430	110428522
JAX00298812	10	57.9432	110428612
JAX00298816	10	58.0082	110467097
JAX00298817	10	58.0137	110470332
JAX00298820	10	58.0207	110474474
JAX00298822	10	58.0286	110479160
JAX00298823	10	58.0291	110479460
JAX00298832	10	58.1439	110547299
JAX00298833	10	58.1448	110547866
JAX00298835	10	58.1547	110553741
JAX00298841	10	58.1892	110574090
JAX00022334	10	58.1905	110574910
JAX00298843	10	58.1918	110575664
JAX00298845	10	58.1972	110578831
JAX00298848	10	58.2462	110607827
JAX00298850	10	58.2578	110614689
JAX00298851	10	58.2579	110614772
JAX00022337	10	58.2754	110625117
JAX00022338	10	58.2756	110625211
JAX00022339	10	58.3084	110644602
JAX00298856	10	58.3138	110647831
JAX00298859	10	58.3179	110650238
JAX00298860	10	58.3208	110651943
JAX00298863	10	58.3443	110665870
JAX00298864	10	58.3448	110666108
JAX00298869	10	58.3686	110680221
JAX00298875	10	58.4174	110709086
JAX00022344	10	58.4260	110714153
JAX00022345	10	58.4394	110722077
JAX00022346	10	58.4694	110743526
JAX00298878	10	58.4741	110747515
JAX00298879	10	58.4743	110747654
JAX00022347	10	58.4743001	110747706
JAX00298881	10	58.4838	110755737
JAX00022349	10	58.5127	110780311
JAX00298891	10	58.5481	110810385
JAX00298892	10	58.5539	110815245
JAX00298893	10	58.5539001	110815293
JAX00196720	10	58.6047	110858431
JAX00022354	10	58.6048	110858488
JAX00298900	10	58.6156	110867686
JAX00298902	10	58.6497	110896604
JAX00298904	10	58.6536	110899947
JAX00298905	10	58.6538	110900112
JAX00298912	10	58.7528	110984106
JAX00298915	10	58.7730	111001286
JAX00022366	10	58.7938	111018904
JAX00022368	10	58.8156	111037441
JAX00022370	10	58.8586	111073913
JAX00022371	10	58.8586001	111073970
JAX00298926	10	58.9223	111128010
JAX00022376	10	58.9308	111131734
JAX00298930	10	58.9725	111136773
JAX00298934	10	59.0426	111145238
JAX00298942	10	59.3282	111179751
JAX00298945	10	59.3662	111184338
JAX00022381	10	59.5042	111218013
JAX00298949	10	59.5202	111222490
JAX00022382	10	59.5536	111231865
JAX00298951	10	59.5542	111232033
JAX00022383	10	59.5551	111232290
JAX00298956	10	59.5724	111237159
JAX00298957	10	59.5767	111238359
JAX00298961	10	59.6199	111250502
JAX00298965	10	59.6880	111269611
JAX00298967	10	59.7182	111278110
JAX00022389	10	59.7900	111298260
JAX00298972	10	59.8010	111301365
JAX00298973	10	59.8029	111301898
JAX00298975	10	59.8232	111307584
JAX00298981	10	59.8872	111336862
JAX00298985	10	59.8937	111342702
JAX00298986	10	59.8987	111347248
JAX00298987	10	59.9224	111368621
JAX00298988	10	59.9239	111369920
JAX00298989	10	59.9241	111370100
JAX00022394	10	59.9357	111380550
JAX00022395	10	59.9358	111380634
JAX00298994	10	59.9451	111389077
JAX00298995	10	59.9459	111389801
JAX00298996	10	59.9468	111390595
JAX00298999	10	59.9716	111412974
JAX00299000	10	59.9719	111413187
JAX00022414	10	60.2499	111663791
JAX00022416	10	60.2619	111674587
JAX00299040	10	60.2652	111677586
JAX00299042	10	60.2711	111682954
JAX00299043	10	60.2723	111684017
JAX00299045	10	60.2758	111687156
JAX00022418	10	60.2886	111698676
JAX00022420	10	60.3337	111739318
JAX00022421	10	60.3363	111741660
JAX00299055	10	60.4249	111761505
JAX00022425	10	60.6098	111797397
JAX00299063	10	60.6193	111799234
JAX00299065	10	60.6413	111803514
JAX00299066	10	60.6430	111803829
JAX00299067	10	60.7106	111816957
JAX00299068	10	60.7121	111817237
JAX00022428	10	60.7361	111821907
JAX00299070	10	60.7380	111822271
JAX00299076	10	60.8131	111846632
JAX00022431	10	60.8159	111859813
JAX00299079	10	60.8160	111860224
JAX00299080	10	60.8161	111860901
JAX00299081	10	60.8182	111871013
JAX00022432	10	60.8204	111881658
JAX00022433	10	60.8206	111882179
JAX00299085	10	60.8227	111892502
JAX00022434	10	60.8236	111896941
JAX00299090	10	60.8293	111924127
JAX00299091	10	60.8299	111926938
JAX00196748	10	60.8314	111934312
JAX00196749	10	60.8315	111934340
JAX00299096	10	60.8405	111977470
JAX00299099	10	60.8419	111984501
JAX00299100	10	60.8473	112010185
JAX00022442	10	60.8490	112018214
JAX00022445	10	60.8571	112057299
JAX00022446	10	60.8579	112061087
JAX00299106	10	60.8649	112094539
JAX00299107	10	60.8654	112097046
JAX00299110	10	60.8659	112099407
JAX00299111	10	60.8731	112133507
JAX00022450	10	60.8736	112136294
JAX00299117	10	60.8793	112163430
JAX00022457	10	60.8894	112211658
JAX00299129	10	60.8949	112238030
JAX00299130	10	60.8953	112240039
JAX00299131	10	60.8953001	112240055
JAX00022459	10	60.8995	112259945
JAX00022462	10	60.9084	112302917
JAX00299139	10	60.9120	112319727
JAX00022467	10	60.9169	112343480
JAX00299143	10	60.9214	112365000
JAX00299145	10	60.9232	112373717
JAX00196755	10	60.9245	112379680
JAX00022471	10	60.9322	112416443
JAX00022473	10	60.9327	112419209
JAX00299152	10	60.9360	112434719
JAX00022475	10	60.9414	112460512
JAX00299159	10	60.9428	112467422
JAX00299161	10	60.9461	112483166
JAX00299165	10	60.9542	112521961
JAX00299166	10	60.9617	112558014
JAX00299170	10	60.9637	112567324
JAX00299171	10	60.9646	112571727
JAX00299174	10	60.9692	112593811
JAX00022494	10	60.9916	112700821
JAX00022499	10	61.0085	112781719
JAX00022502	10	61.0161	112818228
JAX00299196	10	61.0197	112835374
JAX00196768	10	61.0222	112840785
JAX00022504	10	61.0324	112858474
JAX00196770	10	61.0411	112873717
JAX00196771	10	61.0677	112920254
JAX00299206	10	61.0687	112921904
JAX00299208	10	61.0845	112949435
JAX00299210	10	61.1111	112996026
JAX00299213	10	61.1277	113024981
JAX00299215	10	61.1332	113034479
JAX00196772	10	61.1333	113034754
JAX00299220	10	61.1468	113058213
JAX00022519	10	61.1469	113058477
JAX00022520	10	61.1469001	113058499
JAX00022521	10	61.1483	113060923
JAX00299223	10	61.1648	113089694
JAX00299224	10	61.1671	113093687
JAX00299229	10	61.1901	113133931
JAX00299241	10	61.2458	113231133
JAX00299244	10	61.2556	113248218
JAX00299246	10	61.2571	113250884
JAX00299252	10	61.3083	113340215
JAX00299253	10	61.3103	113343738
JAX00022543	10	61.3316	113380882
JAX00022544	10	61.3316001	113380928
JAX00299256	10	61.3342	113385387
JAX00196784	10	61.3524	113417238
JAX00196785	10	61.3525	113417312
JAX00299263	10	61.3714	113450366
JAX00022552	10	61.3989	113498389
JAX00022553	10	61.3991	113498757
JAX00022554	10	61.3992	113498871
JAX00299269	10	61.4201	113535303
JAX00299272	10	61.4548	113595851
JAX00299274	10	61.4604	113605696
JAX00022563	10	61.4694	113621327
JAX00299277	10	61.4698	113622081
JAX00022566	10	61.4927	113662101
JAX00299284	10	61.5008	113676189
JAX00299285	10	61.5019	113678154
JAX00022568	10	61.5135	113698349
JAX00299288	10	61.5287	113724981
JAX00299292	10	61.5402	113744960
JAX00022572	10	61.5418	113747729
JAX00299298	10	61.5454	113754087
JAX00299300	10	61.5589	113777580
JAX00022574	10	61.5597	113779058
JAX00299304	10	61.5728	113801851
JAX00299307	10	61.5740	113804003
JAX00299308	10	61.5740001	113804049
JAX00299309	10	61.5741	113804110
JAX00299311	10	61.5748	113805328
JAX00299313	10	61.5749	113805583
JAX00299318	10	61.5785	113811783
JAX00299319	10	61.5792	113813076
JAX00299322	10	61.5797	113814046
JAX00022578	10	61.5904	113832703
JAX00187410	10	61.5960	113842788
JAX00187411	10	61.5960001	113853171
JAX00022580	10	61.5960002	113856772
JAX00022581	10	61.5960003	113857117
JAX00022582	10	61.5960004	113895387
JAX00299333	10	61.5960005	113901211
JAX00299334	10	61.5960006	113901446
JAX00022583	10	61.5960007	113906326
JAX00022584	10	61.5960008	113908848
JAX00299337	10	61.5960009	113926383
JAX00299341	10	61.596001	113927048
JAX00299345	10	61.5960011	113928290
JAX00299346	10	61.5960012	113928618
JAX00299352	10	61.5960013	113969823
JAX00022588	10	61.5960014	113976641
JAX00299353	10	61.5960015	113989101
JAX00022589	10	61.5960016	113989124
JAX00299356	10	61.5965	113994030
JAX00299357	10	61.5983	113994531
JAX00299363	10	61.6951	114020896
JAX00299364	10	61.7004	114022334
JAX00196799	10	61.7297	114030301
JAX00299368	10	61.8054	114050935
JAX00299369	10	61.8058	114051022
JAX00022595	10	61.9090	114079127
JAX00299372	10	61.9370	114086748
JAX00299373	10	61.9496	114090187
JAX00196801	10	61.9993	114103724
JAX00299376	10	62.0864	114127438
JAX00299379	10	62.1152	114135292
JAX00299381	10	62.1562	114146440
JAX00299382	10	62.1615	114147896
JAX00299383	10	62.1643	114148640
JAX00299385	10	62.2035	114159315
JAX00299389	10	62.2087	114160731
JAX00299391	10	62.2581	114174194
JAX00022603	10	62.3172	114190276
JAX00299395	10	62.3252	114192475
JAX00299396	10	62.3256	114192581
JAX00299404	10	62.4116	114215988
JAX00022606	10	62.4220	114218833
JAX00299407	10	62.4617	114229631
JAX00299412	10	62.5770	114261027
JAX00299413	10	62.5779	114261282
JAX00299421	10	62.6254	114274194
JAX00299422	10	62.6294	114275287
JAX00299427	10	62.6423	114278800
JAX00299429	10	62.6461	114279844
JAX00022612	10	62.7214	114300332
JAX00299433	10	62.7348	114303987
JAX00299435	10	62.7768	114315422
JAX00299437	10	62.8862	114345214
JAX00022619	10	63.0244	114382860
JAX00022620	10	63.0248	114382968
JAX00299448	10	63.1619	114420288
JAX00299449	10	63.1824	114425875
JAX00299450	10	63.1852	114426623
JAX00299456	10	63.3795	114479531
JAX00299458	10	63.3926	114483105
JAX00299463	10	63.3996	114485014
JAX00299464	10	63.4601	114501482
JAX00299465	10	63.4859	114508509
JAX00022630	10	63.5130	114535168
JAX00299475	10	63.5130001	114577372
JAX00299477	10	63.5130002	114579733
JAX00022634	10	63.5130003	114583311
JAX00299478	10	63.5130004	114599627
JAX00022638	10	63.5130005	114635779
JAX00299483	10	63.5130006	114635882
JAX00299485	10	63.5130007	114637594
JAX00022641	10	63.5130008	114643367
JAX00022642	10	63.5130009	114698199
JAX00299488	10	63.513001	114714381
JAX00299490	10	63.5130011	114715557
JAX00022646	10	63.5130012	114738307
JAX00299493	10	63.5130013	114738576
JAX00299494	10	63.5130014	114738752
JAX00299495	10	63.5130015	114739014
JAX00196815	10	63.5130016	114765467
JAX00196817	10	63.5130017	114765498
JAX00022648	10	63.5130018	114774480
JAX00022649	10	63.5130019	114776537
JAX00022650	10	63.513002	114795215
JAX00299500	10	63.5130021	114798050
JAX00299501	10	63.5130022	114801150
JAX00299503	10	63.5130023	114804578
JAX00299507	10	63.5130024	114834706
JAX00299513	10	63.5130025	114875458
JAX00022657	10	63.5130026	114897487
JAX00022658	10	63.5130027	114897510
JAX00022659	10	63.5130028	114905838
JAX00299519	10	63.5130029	114918923
JAX00299520	10	63.513003	114937502
JAX00022660	10	63.5130031	114938439
JAX00299521	10	63.5130032	114938985
JAX00299530	10	63.5130033	114978379
JAX00022665	10	63.5130034	114978797
JAX00299539	10	63.5130035	115011478
JAX00299540	10	63.5130036	115011535
JAX00299542	10	63.5130037	115040979
JAX00299543	10	63.5130038	115041153
JAX00196824	10	63.5130039	115067049
JAX00299547	10	63.513004	115070734
JAX00299548	10	63.5130041	115071025
JAX00299550	10	63.5130042	115074331
JAX00299553	10	63.5130043	115074673
JAX00196825	10	63.5130044	115088636
JAX00022674	10	63.5130045	115096409
JAX00299559	10	63.5130046	115127062
JAX00299564	10	63.5130047	115130875
JAX00022676	10	63.5130048	115147591
JAX00022677	10	63.5130049	115147824
JAX00299569	10	63.513005	115170922
JAX00299574	10	63.5130051	115222768
JAX00022682	10	63.5130052	115225507
JAX00299579	10	63.5130053	115236268
JAX00022683	10	63.5130054	115238779
JAX00022684	10	63.5130055	115254361
JAX00022686	10	63.5130056	115269899
JAX00022688	10	63.5130057	115286857
